"id";"product_id";"data";"created_at";"updated_at"
"51";"462";"{""old"":{""id"":""462"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""462"",""current_number"":""562"",""name"":""La Rosa de Sandiego Clasico Inmenso"",""artikul_number"":""562"",""price_per_piece"":""660"",""pieces"":""20"",""package_price"":""132.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:14:15";"2020-11-26 11:14:15"
"52";"463";"{""old"":{""id"":""463"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""463"",""current_number"":""563"",""name"":""La Rosa de Sandiego Clasico Gigante"",""artikul_number"":""563"",""price_per_piece"":""800"",""pieces"":""10"",""package_price"":""80.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:14:33";"2020-11-26 11:14:33"
"53";"464";"{""old"":{""id"":""464"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""464"",""current_number"":""564"",""name"":""La Rosa de Sandiego Maduro Robusto"",""artikul_number"":""564"",""price_per_piece"":""580"",""pieces"":""20"",""package_price"":""116.00"",""status"":""active"",""state"":""new"",""date_changed"":""17.06.2020""}}";"2020-11-26 11:18:06";"2020-11-26 11:18:06"
"54";"464";"{""old"":{""id"":""464"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""464"",""current_number"":""564"",""name"":""La Rosa de Sandiego Maduro Robusto"",""artikul_number"":""564"",""price_per_piece"":""580"",""pieces"":""20"",""package_price"":""116.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:19:59";"2020-11-26 11:19:59"
"55";"465";"{""old"":{""id"":""465"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""465"",""current_number"":""565"",""name"":""La Rosa de Sandiego Maduro Toro Gordo"",""artikul_number"":""565"",""price_per_piece"":""620"",""pieces"":""20"",""package_price"":""124.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:24:04";"2020-11-26 11:24:04"
"56";"466";"{""old"":{""id"":""466"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""466"",""current_number"":""566"",""name"":""La Rosa de Sandiego Maduro Inmenso"",""artikul_number"":""566"",""price_per_piece"":""660"",""pieces"":""20"",""package_price"":""132.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:24:34";"2020-11-26 11:24:34"
"57";"467";"{""old"":{""id"":""467"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""467"",""current_number"":""567"",""name"":""La Rosa de Sandiego Maduro Gigante"",""artikul_number"":""567"",""price_per_piece"":""800"",""pieces"":""10"",""package_price"":""80.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:25:13";"2020-11-26 11:25:13"
"58";"468";"{""old"":{""id"":""468"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""468"",""current_number"":""568"",""name"":""La Rosa de Sandiego Connecticut Robusto"",""artikul_number"":""568"",""price_per_piece"":""580"",""pieces"":""20"",""package_price"":""116.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:25:40";"2020-11-26 11:25:40"
"59";"469";"{""old"":{""id"":""469"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""469"",""current_number"":""569"",""name"":""La Rosa de Sandiego Connecticut Toro Gordo"",""artikul_number"":""569"",""price_per_piece"":""620"",""pieces"":""20"",""package_price"":""124.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:25:57";"2020-11-26 11:25:57"
"60";"470";"{""old"":{""id"":""470"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""470"",""current_number"":""570"",""name"":""La Rosa de Sandiego Connecticut Inmenso"",""artikul_number"":""570"",""price_per_piece"":""660"",""pieces"":""20"",""package_price"":""132.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:26:18";"2020-11-26 11:26:18"
"61";"471";"{""old"":{""id"":""471"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""471"",""current_number"":""571"",""name"":""La Rosa de Sandiego Connecticut Gigante"",""artikul_number"":""571"",""price_per_piece"":""800"",""pieces"":""10"",""package_price"":""80.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:26:38";"2020-11-26 11:26:38"
"62";"115";"{""old"":{""id"":""115"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""115"",""current_number"":""127"",""name"":""BTQ Batch 1 Robusto"",""artikul_number"":""127"",""price_per_piece"":""250"",""pieces"":""20"",""package_price"":""50.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:28:20";"2020-11-26 11:28:20"
"63";"116";"{""old"":{""id"":""116"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""116"",""current_number"":""128"",""name"":""BTQ Batch 1 Robusto Gordo"",""artikul_number"":""128"",""price_per_piece"":""250"",""pieces"":""20"",""package_price"":""50.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:28:45";"2020-11-26 11:28:45"
"64";"117";"{""old"":{""id"":""117"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""117"",""current_number"":""129"",""name"":""BTQ Batch 1 Toro"",""artikul_number"":""129"",""price_per_piece"":""250"",""pieces"":""20"",""package_price"":""50.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:29:06";"2020-11-26 11:29:06"
"65";"118";"{""old"":{""id"":""118"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""118"",""current_number"":""130"",""name"":""BTQ Batch 1  6 x 60"",""artikul_number"":""130"",""price_per_piece"":""250"",""pieces"":""20"",""package_price"":""50.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:29:26";"2020-11-26 11:29:26"
"66";"119";"{""old"":{""id"":""119"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""119"",""current_number"":""131"",""name"":""BTQ Batch 1 Churchill"",""artikul_number"":""131"",""price_per_piece"":""250"",""pieces"":""20"",""package_price"":""50.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:29:56";"2020-11-26 11:29:56"
"67";"120";"{""old"":{""id"":""120"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""120"",""current_number"":""132"",""name"":""BTQ Batch 2 Robusto"",""artikul_number"":""132"",""price_per_piece"":""250"",""pieces"":""20"",""package_price"":""50.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:30:25";"2020-11-26 11:30:25"
"68";"121";"{""old"":{""id"":""121"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""121"",""current_number"":""133"",""name"":""BTQ Batch 2 Robusto Gordo"",""artikul_number"":""133"",""price_per_piece"":""250"",""pieces"":""20"",""package_price"":""50.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:30:44";"2020-11-26 11:30:44"
"69";"122";"{""old"":{""id"":""122"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""122"",""current_number"":""134"",""name"":""BTQ Batch 2 Toro"",""artikul_number"":""134"",""price_per_piece"":""250"",""pieces"":""20"",""package_price"":""50.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:31:06";"2020-11-26 11:31:06"
"70";"123";"{""old"":{""id"":""123"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""123"",""current_number"":""135"",""name"":""BTQ Batch 2 6 x 60"",""artikul_number"":""135"",""price_per_piece"":""250"",""pieces"":""20"",""package_price"":""50.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:31:20";"2020-11-26 11:31:20"
"71";"124";"{""old"":{""id"":""124"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""124"",""current_number"":""136"",""name"":""BTQ Batch 2 Churchill"",""artikul_number"":""136"",""price_per_piece"":""250"",""pieces"":""20"",""package_price"":""50.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 11:31:37";"2020-11-26 11:31:37"
"72";"318";"{""old"":{""id"":""318"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""318"",""current_number"":""338"",""name"":""DBL Sampler Pack"",""artikul_number"":""338"",""price_per_piece"":""700"",""pieces"":""5"",""package_price"":""35.00"",""status"":""active"",""state"":""new"",""date_changed"":""21.04.2020""}}";"2020-11-26 11:34:06";"2020-11-26 11:34:06"
"73";"319";"{""old"":{""id"":""319"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""319"",""current_number"":""339"",""name"":""DBL Lancero"",""artikul_number"":""339"",""price_per_piece"":""520"",""pieces"":""21"",""package_price"":""109.20"",""status"":""active"",""state"":""new"",""date_changed"":""21.04.2020""}}";"2020-11-26 11:35:47";"2020-11-26 11:35:47"
"74";"306";"{""old"":{""id"":""306"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""306"",""current_number"":""326"",""name"":""DBL Formula Petit Corona"",""artikul_number"":""326"",""price_per_piece"":""540"",""pieces"":""18"",""package_price"":""97.20"",""status"":""active"",""state"":""new"",""date_changed"":""15.01.2020""}}";"2020-11-26 11:36:49";"2020-11-26 11:36:49"
"75";"307";"{""old"":{""id"":""307"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""307"",""current_number"":""327"",""name"":""DBL Formula Belicoso BP"",""artikul_number"":""327"",""price_per_piece"":""780"",""pieces"":""18"",""package_price"":""140.40"",""status"":""active"",""state"":""new"",""date_changed"":""15.01.2020""}}";"2020-11-26 11:37:26";"2020-11-26 11:37:26"
"76";"308";"{""old"":{""id"":""308"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""308"",""current_number"":""328"",""name"":""DBL Formula Toro"",""artikul_number"":""328"",""price_per_piece"":""820"",""pieces"":""18"",""package_price"":""147.60"",""status"":""active"",""state"":""new"",""date_changed"":""15.01.2020""}}";"2020-11-26 11:37:56";"2020-11-26 11:37:56"
"77";"309";"{""old"":{""id"":""309"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""309"",""current_number"":""329"",""name"":""DBL Formula Gorda"",""artikul_number"":""329"",""price_per_piece"":""850"",""pieces"":""18"",""package_price"":""153.00"",""status"":""active"",""state"":""new"",""date_changed"":""15.01.2020""}}";"2020-11-26 11:38:28";"2020-11-26 11:38:28"
"78";"459";"{""old"":{""id"":""459"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""459"",""current_number"":""559"",""name"":""ADVentura The Conqueror Emperor's Edition"",""artikul_number"":""559"",""price_per_piece"":""1090"",""pieces"":""20"",""package_price"":""218.00"",""status"":""active"",""state"":""new"",""date_changed"":""21.11.2019""}}";"2020-11-26 11:39:22";"2020-11-26 11:39:22"
"79";"458";"{""old"":{""id"":""458"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""458"",""current_number"":""558"",""name"":""Brun del R\u00e9 1787 Rain Forest Long Robusto"",""artikul_number"":""558"",""price_per_piece"":""880"",""pieces"":""10"",""package_price"":""88.00"",""status"":""active"",""state"":""new"",""date_changed"":""14.11.2019""}}";"2020-11-26 11:40:40";"2020-11-26 11:40:40"
"80";"319";"{""old"":{""id"":""319"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""319"",""current_number"":""339"",""name"":""DBL Lancero"",""artikul_number"":""339"",""price_per_piece"":""720"",""pieces"":""21"",""package_price"":""151.20"",""status"":""active"",""state"":""new"",""date_changed"":""11.11.2019""}}";"2020-11-26 11:47:35";"2020-11-26 11:47:35"
"81";"456";"{""old"":{""id"":""456"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""456"",""current_number"":""556"",""name"":""ADVentura The Navigator Magellan Toro"",""artikul_number"":""556"",""price_per_piece"":""970"",""pieces"":""21"",""package_price"":""203.70"",""status"":""active"",""state"":""new"",""date_changed"":""11.11.2019""}}";"2020-11-26 11:48:26";"2020-11-26 11:48:26"
"82";"457";"{""old"":{""id"":""457"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""457"",""current_number"":""557"",""name"":""ADVentura The Navigator Magellan Toro Bundle"",""artikul_number"":""557"",""price_per_piece"":""970"",""pieces"":""20"",""package_price"":""194.00"",""status"":""active"",""state"":""new"",""date_changed"":""11.11.2019""}}";"2020-11-26 11:50:13";"2020-11-26 11:50:13"
"83";"146";"{""old"":{""id"":""146"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""146"",""current_number"":""158"",""name"":""Mombacho Liga Maestro Pequeno"",""artikul_number"":""158"",""price_per_piece"":""690"",""pieces"":""12"",""package_price"":""82.80"",""status"":""active"",""state"":""new"",""date_changed"":""08.11.2019""}}";"2020-11-26 12:02:59";"2020-11-26 12:02:59"
"84";"444";"{""old"":{""id"":""444"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""444"",""current_number"":""544"",""name"":""Blackbird Crow Robusto"",""artikul_number"":""544"",""price_per_piece"":""880"",""pieces"":""21"",""package_price"":""184.80"",""status"":""active"",""state"":""new"",""date_changed"":""06.11.2019""}}";"2020-11-26 12:04:33";"2020-11-26 12:04:33"
"85";"445";"{""old"":{""id"":""445"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""445"",""current_number"":""545"",""name"":""Blackbird Crow Toro"",""artikul_number"":""545"",""price_per_piece"":""990"",""pieces"":""21"",""package_price"":""207.90"",""status"":""active"",""state"":""new"",""date_changed"":""06.11.2019""}}";"2020-11-26 12:05:22";"2020-11-26 12:05:22"
"86";"446";"{""old"":{""id"":""446"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""446"",""current_number"":""546"",""name"":""Blackbird Unkind Robusto"",""artikul_number"":""546"",""price_per_piece"":""880"",""pieces"":""21"",""package_price"":""184.80"",""status"":""active"",""state"":""new"",""date_changed"":""06.11.2019""}}";"2020-11-26 12:05:45";"2020-11-26 12:05:45"
"87";"447";"{""old"":{""id"":""447"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""447"",""current_number"":""547"",""name"":""Blackbird Unkind Toro"",""artikul_number"":""547"",""price_per_piece"":""990"",""pieces"":""21"",""package_price"":""207.90"",""status"":""active"",""state"":""new"",""date_changed"":""06.11.2019""}}";"2020-11-26 12:06:17";"2020-11-26 12:06:17"
"88";"448";"{""old"":{""id"":""448"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""448"",""current_number"":""548"",""name"":""Blackbird Rook Robusto"",""artikul_number"":""548"",""price_per_piece"":""880"",""pieces"":""21"",""package_price"":""184.80"",""status"":""active"",""state"":""new"",""date_changed"":""06.11.2019""}}";"2020-11-26 12:06:40";"2020-11-26 12:06:40"
"89";"449";"{""old"":{""id"":""449"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""449"",""current_number"":""549"",""name"":""Blackbird Rook Toro"",""artikul_number"":""549"",""price_per_piece"":""990"",""pieces"":""21"",""package_price"":""207.90"",""status"":""active"",""state"":""new"",""date_changed"":""06.11.2019""}}";"2020-11-26 12:07:16";"2020-11-26 12:07:16"
"90";"450";"{""old"":{""id"":""450"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""450"",""current_number"":""550"",""name"":""Blackbird Jackdaw Robusto"",""artikul_number"":""550"",""price_per_piece"":""880"",""pieces"":""21"",""package_price"":""184.80"",""status"":""active"",""state"":""new"",""date_changed"":""06.11.2019""}}";"2020-11-26 12:07:40";"2020-11-26 12:07:40"
